"Freq [GHz]","Theta [deg]","Phi [deg]","dB(RealizedGainTotal) []"
0.9,90,-180,-20.285854958353
0.9,90,-178,-20.2760170660655
0.9,90,-176,-20.2608715652727
0.9,90,-174,-20.2392451635955
0.9,90,-172,-20.2101086673818
0.9,90,-170,-20.1726536906296
0.9,90,-168,-20.1263579771759
0.9,90,-166,-20.0710333189478
0.9,90,-164,-20.0068514929342
0.9,90,-162,-19.9343458979727
0.9,90,-160,-19.8543892700435
0.9,90,-158,-19.768150482618
0.9,90,-156,-19.6770355043748
0.9,90,-154,-19.5826187536878
0.9,90,-152,-19.4865712557439
0.9,90,-150,-19.3905913017235
0.9,90,-148,-19.2963420138046
0.9,90,-146,-19.205398671134
0.9,90,-144,-19.1192071479375
0.9,90,-142,-19.0390535601496
0.9,90,-140,-18.9660443095179
0.9,90,-138,-18.9010951627631
0.9,90,-136,-18.8449277581486
0.9,90,-134,-18.7980719154744
0.9,90,-132,-18.7608722575249
0.9,90,-130,-18.7334978618765
0.9,90,-128,-18.715953899453
0.9,90,-126,-18.7080944456562
0.9,90,-124,-18.7096358516522
0.9,90,-122,-18.7201702291358
0.9,90,-120,-18.7391787309902
0.9,90,-118,-18.7660444067837
0.9,90,-116,-18.8000644825809
0.9,90,-114,-18.8404619666377
0.9,90,-112,-18.8863965236574
0.9,90,-110,-18.9369745971112
0.9,90,-108,-18.9912587971276
0.9,90,-106,-19.0482766144271
0.9,90,-104,-19.107028570601
0.9,90,-102,-19.1664959713551
0.9,90,-100,-19.2256484894204
0.9,90,-98,-19.2834518624457
0.9,90,-96,-19.3388760407205
0.9,90,-94,-19.3909041503704
0.9,90,-92,-19.4385426387599
0.9,90,-90,-19.4808329291249
0.9,90,-88,-19.5168648214649
0.9,90,-86,-19.5457917308189
0.9,90,-84,-19.5668476530215
0.9,90,-82,-19.5793655014862
0.9,90,-80,-19.5827961865142
0.9,90,-78,-19.5767275413998
0.9,90,-76,-19.5609019753409
0.9,90,-74,-19.5352315925643
0.9,90,-72,-19.4998094959052
0.9,90,-70,-19.4549161137422
0.9,90,-68,-19.4010196536624
0.9,90,-66,-19.3387701725271
0.9,90,-64,-19.2689872165759
0.9,90,-62,-19.192641467724
0.9,90,-60,-19.1108312703512
0.9,90,-58,-19.0247552521118
0.9,90,-56,-18.9356824564164
0.9,90,-54,-18.8449214606796
0.9,90,-52,-18.7537898738817
0.9,90,-50,-18.6635854182814
0.9,90,-48,-18.5755595422335
0.9,90,-46,-18.4908942248276
0.9,90,-44,-18.4106823542853
0.9,90,-42,-18.3359118173117
0.9,90,-40,-18.2674532417624
0.9,90,-38,-18.2060511958948
0.9,90,-36,-18.1523185620284
0.9,90,-34,-18.1067337631489
0.9,90,-32,-18.0696405174608
0.9,90,-30,-18.041249816785
0.9,90,-28,-18.0216438591513
0.9,90,-26,-18.0107817044126
0.9,90,-24,-18.0085064564537
0.9,90,-22,-18.0145538007999
0.9,90,-20,-18.0285617384548
0.9,90,-18,-18.0500813540028
0.9,90,-16,-18.0785884389707
0.9,90,-14,-18.1134957628517
0.9,90,-12,-18.1541657488032
0.9,90,-10,-18.1999232753244
0.9,90,-8,-18.250068296858
0.9,90,-6,-18.3038879631565
0.9,90,-4,-18.3606679264702
0.9,90,-2,-18.4197025619798
0.9,90,0,-18.4803038918017
0.9,90,2,-18.541809093345
0.9,90,4,-18.6035865810839
0.9,90,6,-18.6650407649378
0.9,90,8,-18.7256156934963
0.9,90,10,-18.784797870397
0.9,90,12,-18.8421185729719
0.9,90,14,-18.8971559936699
0.9,90,16,-18.9495374629598
0.9,90,18,-18.998941901441
0.9,90,20,-19.0451025008731
0.9,90,22,-19.0878094680791
0.9,90,24,-19.1269125063602
0.9,90,26,-19.1623225818807
0.9,90,28,-19.1940124506797
0.9,90,30,-19.2220154223015
0.9,90,32,-19.2464219155875
0.9,90,34,-19.2673735166535
0.9,90,36,-19.2850544630933
0.9,90,38,-19.2996807278703
0.9,90,40,-19.3114871322083
0.9,90,42,-19.3207131498814
0.9,90,44,-19.327588250513
0.9,90,46,-19.3323177487702
0.9,90,48,-19.3350701699399
0.9,90,50,-19.3359671083146
0.9,90,52,-19.3350764471123
0.9,90,54,-19.3324096351353
0.9,90,56,-19.3279234858247
0.9,90,58,-19.3215266897433
0.9,90,60,-19.3130909242602
0.9,90,62,-19.3024661194883
0.9,90,64,-19.2894991167046
0.9,90,66,-19.2740546589444
0.9,90,68,-19.2560374117985
0.9,90,70,-19.2354135556748
0.9,90,72,-19.2122304454616
0.9,90,74,-19.1866329167754
0.9,90,76,-19.1588750318981
0.9,90,78,-19.1293263868723
0.9,90,80,-19.0984725097647
0.9,90,82,-19.0669093211554
0.9,90,84,-19.0353320483742
0.9,90,86,-19.0045193359712
0.9,90,88,-18.9753135402198
0.9,90,90,-18.9485983173415
0.9,90,92,-18.9252746154997
0.9,90,94,-18.906236078383
0.9,90,96,-18.8923446937872
0.9,90,98,-18.8844073094046
0.9,90,100,-18.8831534244049
0.9,90,102,-18.8892144785017
0.9,90,104,-18.9031047218188
0.9,90,106,-18.9252036730713
0.9,90,108,-18.9557401676362
0.9,90,110,-18.9947780627156
0.9,90,112,-19.0422038011369
0.9,90,114,-19.0977162310016
0.9,90,116,-19.1608193223917
0.9,90,118,-19.2308186937132
0.9,90,120,-19.3068231269409
0.9,90,122,-19.3877524668199
0.9,90,124,-19.4723534022167
0.9,90,126,-19.5592245436719
0.9,90,128,-19.6468518615712
0.9,90,130,-19.7336548704801
0.9,90,132,-19.8180429143485
0.9,90,134,-19.8984795732187
0.9,90,136,-19.9735517192869
0.9,90,138,-20.0420383423394
0.9,90,140,-20.1029732534465
0.9,90,142,-20.1556954708262
0.9,90,144,-20.1998817042708
0.9,90,146,-20.2355569080018
0.9,90,148,-20.2630811595866
0.9,90,150,-20.2831137407748
0.9,90,152,-20.2965577499735
0.9,90,154,-20.3044904216468
0.9,90,156,-20.3080852942257
0.9,90,158,-20.3085324139424
0.9,90,160,-20.3069620537463
0.9,90,162,-20.3043762575828
0.9,90,164,-20.3015912115343
0.9,90,166,-20.2991922599215
0.9,90,168,-20.2975024898851
0.9,90,170,-20.2965652544031
0.9,90,172,-20.2961407480249
0.9,90,174,-20.2957166813678
0.9,90,176,-20.2945330717538
0.9,90,178,-20.2916210217683
0.9,90,180,-20.285854958353
2.4,90,-180,-3.25107940414749
2.4,90,-178,-3.37491901384129
2.4,90,-176,-3.53961057425322
2.4,90,-174,-3.74526689941768
2.4,90,-172,-3.98437625011124
2.4,90,-170,-4.24206670240251
2.4,90,-168,-4.49779028054211
2.4,90,-166,-4.72905999049906
2.4,90,-164,-4.91715024783726
2.4,90,-162,-5.05314374869608
2.4,90,-160,-5.14146181718762
2.4,90,-158,-5.19865843055086
2.4,90,-156,-5.24776232682041
2.4,90,-154,-5.31058344272196
2.4,90,-152,-5.40043902557288
2.4,90,-150,-5.5164956168419
2.4,90,-148,-5.64027479366576
2.4,90,-146,-5.73577885772763
2.4,90,-144,-5.75624988427549
2.4,90,-142,-5.65959621445706
2.4,90,-140,-5.42783927816732
2.4,90,-138,-5.07819234263628
2.4,90,-136,-4.65694479974893
2.4,90,-134,-4.22171723553919
2.4,90,-132,-3.82498623907395
2.4,90,-130,-3.50569128400089
2.4,90,-128,-3.28759966672164
2.4,90,-126,-3.18048182703631
2.4,90,-124,-3.18125505156535
2.4,90,-122,-3.27395138821336
2.4,90,-120,-3.42873327030774
2.4,90,-118,-3.60157099864387
2.4,90,-116,-3.73773606477235
2.4,90,-114,-3.78247954093218
2.4,90,-112,-3.6981322353682
2.4,90,-110,-3.4788885189371
2.4,90,-108,-3.1521066635306
2.4,90,-106,-2.76504538725546
2.4,90,-104,-2.36742310092038
2.4,90,-102,-1.99965272146751
2.4,90,-100,-1.68872239807834
2.4,90,-98,-1.44876473189516
2.4,90,-96,-1.28314657778255
2.4,90,-94,-1.18641100603956
2.4,90,-92,-1.14566923499522
2.4,90,-90,-1.14176295828834
2.4,90,-88,-1.15088257873446
2.4,90,-86,-1.14738119155474
2.4,90,-84,-1.10808846384127
2.4,90,-82,-1.01740293893221
2.4,90,-80,-0.871323532642108
2.4,90,-78,-0.67846042416537
2.4,90,-76,-0.457475754635516
2.4,90,-74,-0.232303380784312
2.4,90,-72,-0.027274100550194
2.4,90,-70,0.136404594294975
2.4,90,-68,0.242528117074945
2.4,90,-66,0.280592248005683
2.4,90,-64,0.245927232151094
2.4,90,-62,0.139712152192867
2.4,90,-60,-0.0309650603517094
2.4,90,-58,-0.253128010057322
2.4,90,-56,-0.508422027589107
2.4,90,-54,-0.774723550147206
2.4,90,-52,-1.02935797340655
2.4,90,-50,-1.25376601784784
2.4,90,-48,-1.43830148168353
2.4,90,-46,-1.58502249074762
2.4,90,-44,-1.70690474502332
2.4,90,-42,-1.82374443175092
2.4,90,-40,-1.95658900170619
2.4,90,-38,-2.12261553395357
2.4,90,-36,-2.33135474668169
2.4,90,-34,-2.58219629695677
2.4,90,-32,-2.86288742152136
2.4,90,-30,-3.14925446748247
2.4,90,-28,-3.40725740777938
2.4,90,-26,-3.59891608721665
2.4,90,-24,-3.6923263104015
2.4,90,-22,-3.67250710580509
2.4,90,-20,-3.54705089488509
2.4,90,-18,-3.34284848853363
2.4,90,-16,-3.09643189263556
2.4,90,-14,-2.844021854972
2.4,90,-12,-2.61538490942112
2.4,90,-10,-2.43184627330796
2.4,90,-8,-2.30684917338159
2.4,90,-6,-2.24742852892829
2.4,90,-4,-2.25562553798129
2.4,90,-2,-2.32943103000494
2.4,90,0,-2.46315237860912
2.4,90,2,-2.64724423104881
2.4,90,4,-2.86775162450636
2.4,90,6,-3.10568275076997
2.4,90,8,-3.3369030487597
2.4,90,10,-3.5334377880607
2.4,90,12,-3.66705180545367
2.4,90,14,-3.71512390794995
2.4,90,16,-3.66708208505392
2.4,90,18,-3.5282510316461
2.4,90,20,-3.31875220580601
2.4,90,22,-3.0680090315985
2.4,90,24,-2.80778609484572
2.4,90,26,-2.56655541385023
2.4,90,28,-2.36622081505996
2.4,90,30,-2.22073480358938
2.4,90,32,-2.13566159957219
2.4,90,34,-2.1079707432144
2.4,90,36,-2.12584630741411
2.4,90,38,-2.16887061150977
2.4,90,40,-2.20949126372519
2.4,90,42,-2.21689990156494
2.4,90,44,-2.16371390535547
2.4,90,46,-2.03384053849573
2.4,90,48,-1.82786276266116
2.4,90,50,-1.56273188551709
2.4,90,52,-1.26598273258543
2.4,90,54,-0.967911649802749
2.4,90,56,-0.695262132671971
2.4,90,58,-0.467818302541351
2.4,90,60,-0.297408880623298
2.4,90,62,-0.188212259880473
2.4,90,64,-0.137501480158474
2.4,90,66,-0.136440465974652
2.4,90,68,-0.170937408183383
2.4,90,70,-0.222812140916222
2.4,90,72,-0.271615399533935
2.4,90,74,-0.297280569336338
2.4,90,76,-0.283351584247297
2.4,90,78,-0.219970744978549
2.4,90,80,-0.105542778942478
2.4,90,82,0.0536153743466581
2.4,90,84,0.245430329565656
2.4,90,86,0.455071517523258
2.4,90,88,0.66772514915251
2.4,90,90,0.870512533051995
2.4,90,92,1.05346019696426
2.4,90,94,1.2097530614629
2.4,90,96,1.33557667562118
2.4,90,98,1.42978710516796
2.4,90,100,1.49354110333824
2.4,90,102,1.52992759339932
2.4,90,104,1.54357951737709
2.4,90,106,1.5402139439473
2.4,90,108,1.526048789156
2.4,90,110,1.50707887035745
2.4,90,112,1.48825909223313
2.4,90,114,1.47271987115761
2.4,90,116,1.46119344348137
2.4,90,118,1.45182116682192
2.4,90,120,1.44042902493265
2.4,90,122,1.42123255117645
2.4,90,124,1.38782220785662
2.4,90,126,1.33423191420202
2.4,90,128,1.2559109096612
2.4,90,130,1.15047044977775
2.4,90,132,1.01812332189187
2.4,90,134,0.861756531736675
2.4,90,136,0.686584579370666
2.4,90,138,0.499353259524126
2.4,90,140,0.307136948368277
2.4,90,142,0.115906467318061
2.4,90,144,-0.0708038016780808
2.4,90,146,-0.252728058985069
2.4,90,148,-0.432891807289771
2.4,90,150,-0.616764140648384
2.4,90,152,-0.810754979168966
2.4,90,154,-1.02043278883455
2.4,90,156,-1.24883721356247
2.4,90,158,-1.49517214193778
2.4,90,160,-1.75409678464091
2.4,90,162,-2.01583483554406
2.4,90,164,-2.26733964125062
2.4,90,166,-2.49464076973656
2.4,90,168,-2.68611521371412
2.4,90,170,-2.83583682971304
2.4,90,172,-2.9457576021419
2.4,90,174,-3.02574763131748
2.4,90,176,-3.09146026618565
2.4,90,178,-3.16092951476549
2.4,90,180,-3.25107940414749
4,90,-180,-2.80129553904443
4,90,-178,-3.21868888675059
4,90,-176,-3.70365926120461
4,90,-174,-4.26217530760629
4,90,-172,-4.90749352428151
4,90,-170,-5.65610940449642
4,90,-168,-6.51622078682639
4,90,-166,-7.46368602880776
4,90,-164,-8.40087431038845
4,90,-162,-9.11803632640965
4,90,-160,-9.35094516521391
4,90,-158,-9.00138444409089
4,90,-156,-8.25489719496539
4,90,-154,-7.39127336808652
4,90,-152,-6.59664662017246
4,90,-150,-5.94322378228605
4,90,-148,-5.43309486309745
4,90,-146,-5.03772781608849
4,90,-144,-4.72614849918836
4,90,-142,-4.48462724969431
4,90,-140,-4.32561237074916
4,90,-138,-4.28418147866642
4,90,-136,-4.40665203241769
4,90,-134,-4.73908782650507
4,90,-132,-5.32002475979299
4,90,-130,-6.17678981004941
4,90,-128,-7.32205105581236
4,90,-126,-8.74570581027321
4,90,-124,-10.3938903977067
4,90,-122,-12.1204864150017
4,90,-120,-13.6060540402882
4,90,-118,-14.3562883729263
4,90,-116,-14.0486248289927
4,90,-114,-12.9024722606289
4,90,-112,-11.3817275727322
4,90,-110,-9.80935837002339
4,90,-108,-8.33568927733667
4,90,-106,-7.01465892480794
4,90,-104,-5.85485566194606
4,90,-102,-4.844556633613
4,90,-100,-3.96420666832129
4,90,-98,-3.19309280592097
4,90,-96,-2.51288681365215
4,90,-94,-1.90916036148441
4,90,-92,-1.37152113656073
4,90,-90,-0.892943095149975
4,90,-88,-0.468811213069975
4,90,-86,-0.0960521896301554
4,90,-84,0.227477741735908
4,90,-82,0.503335874235394
4,90,-80,0.732624401037431
4,90,-78,0.915964855882023
4,90,-76,1.05334896689453
4,90,-74,1.14390582850144
4,90,-72,1.18567069777162
4,90,-70,1.17549538802878
4,90,-68,1.10925498269447
4,90,-66,0.982447017796262
4,90,-64,0.791155653429559
4,90,-62,0.533209596193112
4,90,-60,0.20925011437321
4,90,-58,-0.176620033504581
4,90,-56,-0.616887717862882
4,90,-54,-1.1014880855303
4,90,-52,-1.61927688773455
4,90,-50,-2.15960949352674
4,90,-48,-2.71346180827762
4,90,-46,-3.27395211662168
4,90,-44,-3.83685732291802
4,90,-42,-4.40208976180488
4,90,-40,-4.97642965324528
4,90,-38,-5.57622409993602
4,90,-36,-6.22744938053894
4,90,-34,-6.96052501287354
4,90,-32,-7.79770671136751
4,90,-30,-8.72958131435641
4,90,-28,-9.67579452764885
4,90,-26,-10.4418763294237
4,90,-24,-10.7525331414721
4,90,-22,-10.4569213635698
4,90,-20,-9.6960314882504
4,90,-18,-8.75179708311364
4,90,-16,-7.8354862314504
4,90,-14,-7.04643196550567
4,90,-12,-6.41312246080317
4,90,-10,-5.93106039523499
4,90,-8,-5.58377192702835
4,90,-6,-5.35330170556831
4,90,-4,-5.22556328537932
4,90,-2,-5.19302942871527
4,90,0,-5.25565726748629
4,90,2,-5.42033009117539
4,90,4,-5.69883130523214
4,90,6,-6.10389938245325
4,90,8,-6.64177507436047
4,90,10,-7.29754838124901
4,90,12,-8.00782302484017
4,90,14,-8.62320721016466
4,90,16,-8.90604368352975
4,90,18,-8.65783730938491
4,90,20,-7.91212738953891
4,90,22,-6.90712240337338
4,90,24,-5.88289933644048
4,90,26,-4.98012424835735
4,90,28,-4.25333740286622
4,90,30,-3.70602844492053
4,90,32,-3.31419609465639
4,90,34,-3.04044942391095
4,90,36,-2.84528799873615
4,90,38,-2.69823274754657
4,90,40,-2.58653706389754
4,90,42,-2.51715719212572
4,90,44,-2.51071318283113
4,90,46,-2.591120301576
4,90,48,-2.77606579807223
4,90,50,-3.07113580604971
4,90,52,-3.46771495841102
4,90,54,-3.94385665874308
4,90,56,-4.46753649933512
4,90,58,-5.00171179605356
4,90,60,-5.50991962613161
4,90,62,-5.96063667640268
4,90,64,-6.32963646357678
4,90,66,-6.60161338066417
4,90,68,-6.7726389856662
4,90,70,-6.85235086176132
4,90,72,-6.8624584120398
4,90,74,-6.82998834272876
4,90,76,-6.77795995315753
4,90,78,-6.71806504718059
4,90,80,-6.64839260741177
4,90,82,-6.55676406717908
4,90,84,-6.42823690948847
4,90,86,-6.25357832492468
4,90,88,-6.0346384555895
4,90,90,-5.78411001045374
4,90,92,-5.5206769354563
4,90,94,-5.26300132479538
4,90,96,-5.02553951640323
4,90,98,-4.81712306641253
4,90,100,-4.64164509583448
4,90,102,-4.49972252123267
4,90,104,-4.39046482289032
4,90,106,-4.312962048145
4,90,108,-4.26749800793704
4,90,110,-4.25663108806965
4,90,112,-4.28612612683725
4,90,114,-4.36540220561655
4,90,116,-4.50694061020856
4,90,118,-4.7241562044403
4,90,120,-5.02751324410153
4,90,122,-5.41896906045295
4,90,124,-5.8852023529011
4,90,126,-6.39111747223676
4,90,128,-6.87758008539155
4,90,130,-7.27007811243638
4,90,132,-7.50184316733099
4,90,134,-7.54044667982028
4,90,136,-7.39566814683561
4,90,138,-7.10255768431048
4,90,140,-6.6994701213634
4,90,142,-6.21942504187383
4,90,144,-5.69329410663191
4,90,146,-5.15357543550065
4,90,148,-4.63242789616377
4,90,150,-4.15577240396195
4,90,152,-3.73817737452703
4,90,154,-3.38136813252226
4,90,156,-3.07666160643985
4,90,158,-2.81028741540931
4,90,160,-2.56986900289465
4,90,162,-2.34983071049551
4,90,164,-2.15371386483002
4,90,166,-1.99280016292983
4,90,168,-1.88225702593414
4,90,170,-1.836847657951
4,90,172,-1.86773504669341
4,90,174,-1.98089343755392
4,90,176,-2.17697859164752
4,90,178,-2.45237968562222
4,90,180,-2.80129553904443
6,90,-180,-2.49172397768764
6,90,-178,-3.04363105450591
6,90,-176,-3.69102391991775
6,90,-174,-4.3817917468685
6,90,-172,-5.04711441308249
6,90,-170,-5.59577370298797
6,90,-168,-5.92003208000913
6,90,-166,-5.93809385151007
6,90,-164,-5.66292506572017
6,90,-162,-5.2180104586674
6,90,-160,-4.76535885907056
6,90,-158,-4.42478366529763
6,90,-156,-4.24798796425492
6,90,-154,-4.24089542984887
6,90,-152,-4.40850458560202
6,90,-150,-4.79460307843551
6,90,-148,-5.49103968322652
6,90,-146,-6.6168751940893
6,90,-144,-8.29045981178454
6,90,-142,-10.6014573804706
6,90,-140,-13.512890150243
6,90,-138,-16.3228587086123
6,90,-136,-16.7912061071083
6,90,-134,-14.6791983709589
6,90,-132,-12.2639658614155
6,90,-130,-10.3954836488013
6,90,-128,-9.16261820291536
6,90,-126,-8.47547052279322
6,90,-124,-8.15558610478552
6,90,-122,-7.97625498799704
6,90,-120,-7.77308818321154
6,90,-118,-7.5555000625469
6,90,-116,-7.46650914459976
6,90,-114,-7.64875571363093
6,90,-112,-8.17066209357937
6,90,-110,-9.0237203643798
6,90,-108,-10.1382412605498
6,90,-106,-11.3717894584822
6,90,-104,-12.3984769386306
6,90,-102,-12.5563234038843
6,90,-100,-11.3486333097031
6,90,-98,-9.26288765567718
6,90,-96,-7.05585381103946
6,90,-94,-5.0805024809033
6,90,-92,-3.41577040751208
6,90,-90,-2.0441277718162
6,90,-88,-0.924223692992075
6,90,-86,-0.015621913070062
6,90,-84,0.712813037762862
6,90,-82,1.28085603617648
6,90,-80,1.69816088305083
6,90,-78,1.96741831740708
6,90,-76,2.08847246069474
6,90,-74,2.0627065131506
6,90,-72,1.89691707055664
6,90,-70,1.6052969494228
6,90,-68,1.20784891014643
6,90,-66,0.725218745080408
6,90,-64,0.173986455753786
6,90,-62,-0.431168397114729
6,90,-60,-1.06774404804958
6,90,-58,-1.70000624887895
6,90,-56,-2.29431753733039
6,90,-54,-2.85111815002577
6,90,-52,-3.41900839582952
6,90,-50,-4.06849449599103
6,90,-48,-4.85143471270139
6,90,-46,-5.78386092180274
6,90,-44,-6.85612351525045
6,90,-42,-8.03281046232105
6,90,-40,-9.18130804901969
6,90,-38,-9.94437126502998
6,90,-36,-9.88438329497721
6,90,-34,-9.05508393805395
6,90,-32,-7.95808271328219
6,90,-30,-6.95898404820352
6,90,-28,-6.16522842249996
6,90,-26,-5.56985462671663
6,90,-24,-5.16491360035465
6,90,-22,-4.98340719040771
6,90,-20,-5.09019712713741
6,90,-18,-5.55825882681719
6,90,-16,-6.45767291476985
6,90,-14,-7.86289767997056
6,90,-12,-9.86871203805006
6,90,-10,-12.5581678995965
6,90,-8,-15.5019174437634
6,90,-6,-16.0236012083597
6,90,-4,-13.2695991209462
6,90,-2,-10.2986507448739
6,90,0,-7.96087053131722
6,90,2,-6.1953909034735
6,90,4,-4.88224665363544
6,90,6,-3.93616983899729
6,90,8,-3.30013224004393
6,90,10,-2.93191185131232
6,90,12,-2.79193970840885
6,90,14,-2.83367280063762
6,90,16,-2.99995615853275
6,90,18,-3.22935774397944
6,90,20,-3.46914651718925
6,90,22,-3.67937104018353
6,90,24,-3.81760115569884
6,90,26,-3.82716023738521
6,90,28,-3.66816093519784
6,90,30,-3.37395875500852
6,90,32,-3.05280852483769
6,90,34,-2.81979650857005
6,90,36,-2.73265680016998
6,90,38,-2.77674347748365
6,90,40,-2.8960951931461
6,90,42,-3.05052786989919
6,90,44,-3.25307033175232
6,90,46,-3.54629829308783
6,90,48,-3.94234058058132
6,90,50,-4.39087955629567
6,90,52,-4.81103602074124
6,90,54,-5.1558980823759
6,90,56,-5.41532377587632
6,90,58,-5.53001402855717
6,90,60,-5.3549840415237
6,90,62,-4.80557553547454
6,90,64,-4.0084896302512
6,90,66,-3.1965673625474
6,90,68,-2.52950753845044
6,90,70,-2.05133080668471
6,90,72,-1.73097120360501
6,90,74,-1.51018323138173
6,90,76,-1.33753773924305
6,90,78,-1.1840557422778
6,90,80,-1.04167143645235
6,90,82,-0.91412020106522
6,90,84,-0.810936077297545
6,90,86,-0.746795620340771
6,90,88,-0.741327415679514
6,90,90,-0.815384569405397
6,90,92,-0.984814040811526
6,90,94,-1.25560778225335
6,90,96,-1.62345955778017
6,90,98,-2.07819076316636
6,90,100,-2.61067246964164
6,90,102,-3.21751440562087
6,90,104,-3.8984485542488
6,90,106,-4.64357397976592
6,90,108,-5.41046599656785
6,90,110,-6.09563048522914
6,90,112,-6.52313763964958
6,90,114,-6.50608571719359
6,90,116,-5.99032813677142
6,90,118,-5.11961069801284
6,90,120,-4.11985059118608
6,90,122,-3.16551459314497
6,90,124,-2.34382670514682
6,90,126,-1.67729933906432
6,90,128,-1.15563117400661
6,90,130,-0.759786919659914
6,90,132,-0.474614538619715
6,90,134,-0.291881863136703
6,90,136,-0.208887035811192
6,90,138,-0.226765535955963
6,90,140,-0.349097901988572
6,90,142,-0.579928514177718
6,90,144,-0.921705478029087
6,90,146,-1.37460173411794
6,90,148,-1.93604498543252
6,90,150,-2.59474347506775
6,90,152,-3.31348777484014
6,90,154,-4.00531955246409
6,90,156,-4.52906790384166
6,90,158,-4.74331222665668
6,90,160,-4.60258071100871
6,90,162,-4.18784337077021
6,90,164,-3.63429139376828
6,90,166,-3.05733516006236
6,90,168,-2.53497719026584
6,90,170,-2.11937863140047
6,90,172,-1.847457970832
6,90,174,-1.74387835873397
6,90,176,-1.82031205971371
6,90,178,-2.07471702727721
6,90,180,-2.49172397768764
