"Freq [GHz]","Theta [deg]","Phi [deg]","ang_deg(rETheta) [deg]"
0.9,90,-180,30.6025597799134
0.9,90,-178,32.7369581252299
0.9,90,-176,34.8276332985488
0.9,90,-174,36.8706205506274
0.9,90,-172,38.862120690174
0.9,90,-170,40.7985134593222
0.9,90,-168,42.6763693587452
0.9,90,-166,44.492459864048
0.9,90,-164,46.2437659890551
0.9,90,-162,47.9274851672821
0.9,90,-160,49.5410364400382
0.9,90,-158,51.0820639578348
0.9,90,-156,52.548438820463
0.9,90,-154,53.9382592995958
0.9,90,-152,55.2498495053856
0.9,90,-150,56.4817565746755
0.9,90,-148,57.6327464726413
0.9,90,-146,58.7017985116131
0.9,90,-144,59.6880987003257
0.9,90,-142,60.591032043911
0.9,90,-140,61.4101739197076
0.9,90,-138,62.145280656633
0.9,90,-136,62.796279446755
0.9,90,-134,63.3632577171207
0.9,90,-132,63.8464520881878
0.9,90,-130,64.2462370426554
0.9,90,-128,64.5631134253701
0.9,90,-126,64.7976968915035
0.9,90,-124,64.9507064165203
0.9,90,-122,65.02295297768
0.9,90,-120,65.0153285130138
0.9,90,-118,64.9287952599002
0.9,90,-116,64.7643755715246
0.9,90,-114,64.5231423056038
0.9,90,-112,64.2062098757352
0.9,90,-110,63.814726051497
0.9,90,-108,63.3498645888898
0.9,90,-106,62.8128187677315
0.9,90,-104,62.2047959070496
0.9,90,-102,61.5270129231574
0.9,90,-100,60.78069298774
0.9,90,-98,59.9670633346471
0.9,90,-96,59.0873542539051
0.9,90,-94,58.1427992994248
0.9,90,-92,57.1346367226782
0.9,90,-90,56.0641121279717
0.9,90,-88,54.9324823256392
0.9,90,-86,53.7410203373726
0.9,90,-84,52.4910214830262
0.9,90,-82,51.1838104507593
0.9,90,-80,49.820749222742
0.9,90,-78,48.4032456975338
0.9,90,-76,46.9327628186271
0.9,90,-74,45.4108279878083
0.9,90,-72,43.8390425135008
0.9,90,-70,42.2190908199052
0.9,90,-68,40.5527491245314
0.9,90,-66,38.8418932816101
0.9,90,-64,37.0885054888033
0.9,90,-62,35.2946795662211
0.9,90,-60,33.4626245411425
0.9,90,-58,31.5946663095271
0.9,90,-56,29.6932471960478
0.9,90,-54,27.7609232967014
0.9,90,-52,25.8003595597955
0.9,90,-50,23.8143226390948
0.9,90,-48,21.8056716331685
0.9,90,-46,19.7773469030464
0.9,90,-44,17.7323572315074
0.9,90,-42,15.6737656472588
0.9,90,-40,13.6046742820894
0.9,90,-38,11.5282086559514
0.9,90,-36,9.44750179228126
0.9,90,-34,7.36567855352312
0.9,90,-32,5.28584055608357
0.9,90,-30,3.21105197739451
0.9,90,-28,1.14432650904228
0.9,90,-26,-0.911384356616188
0.9,90,-24,-2.95320158867053
0.9,90,-22,-4.97832737944354
0.9,90,-20,-6.98405241965814
0.9,90,-18,-8.96776175525605
0.9,90,-16,-10.9269393376863
0.9,90,-14,-12.8591714108198
0.9,90,-12,-14.762148896503
0.9,90,-10,-16.6336689477354
0.9,90,-8,-18.471635834868
0.9,90,-6,-20.2740613178991
0.9,90,-4,-22.0390646390208
0.9,90,-2,-23.7648722462549
0.9,90,0,-25.4498173334506
0.9,90,2,-27.0923392560169
0.9,90,4,-28.6909828571304
0.9,90,6,-30.2443977170361
0.9,90,8,-31.7513373193068
0.9,90,10,-33.2106581130307
0.9,90,12,-34.6213184390254
0.9,90,14,-35.9823772812181
0.9,90,16,-37.2929928009522
0.9,90,18,-38.5524206117157
0.9,90,20,-39.7600117540543
0.9,90,22,-40.9152103346466
0.9,90,24,-42.0175507990743
0.9,90,26,-43.0666548141844
0.9,90,28,-44.0622277426472
0.9,90,30,-45.0040546989751
0.9,90,32,-45.8919961826375
0.9,90,34,-46.7259832897907
0.9,90,36,-47.5060125105019
0.9,90,38,-48.2321401231884
0.9,90,40,-48.9044762024392
0.9,90,42,-49.5231782606039
0.9,90,44,-50.0884445477284
0.9,90,46,-50.6005070388561
0.9,90,48,-51.0596241426148
0.9,90,50,-51.4660731706258
0.9,90,52,-51.820142613782
0.9,90,54,-52.1221242789731
0.9,90,56,-52.3723053484421
0.9,90,58,-52.5709604335712
0.9,90,60,-52.7183437053563
0.9,90,62,-52.8146811948325
0.9,90,64,-52.8601633678445
0.9,90,66,-52.8549380892568
0.9,90,68,-52.7991041013357
0.9,90,70,-52.6927051488663
0.9,90,72,-52.535724888839
0.9,90,74,-52.3280827244868
0.9,90,76,-52.0696307014024
0.9,90,78,-51.7601515968532
0.9,90,80,-51.3993583218806
0.9,90,82,-50.9868947392247
0.9,90,84,-50.5223379787252
0.9,90,86,-50.0052023061318
0.9,90,88,-49.4349445720286
0.9,90,90,-48.8109712359358
0.9,90,92,-48.1326469279308
0.9,90,94,-47.3993044777778
0.9,90,96,-46.610256311055
0.9,90,98,-45.7648070844905
0.9,90,100,-44.8622674098245
0.9,90,102,-43.9019684978202
0.9,90,104,-42.8832775419855
0.9,90,106,-41.8056136550894
0.9,90,108,-40.6684641702078
0.9,90,110,-39.4714011209308
0.9,90,112,-38.2140977213353
0.9,90,114,-36.8963446740303
0.9,90,116,-35.5180661426273
0.9,90,118,-34.0793352321185
0.9,90,120,-32.5803888258647
0.9,90,122,-31.0216416305888
0.9,90,124,-29.4036992807816
0.9,90,126,-27.7273703516104
0.9,90,128,-25.9936771255862
0.9,90,130,-24.2038649541572
0.9,90,132,-22.359410052568
0.9,90,134,-20.4620255664768
0.9,90,136,-18.5136657535947
0.9,90,138,-16.5165281344682
0.9,90,140,-14.4730534845029
0.9,90,142,-12.3859235649409
0.9,90,144,-10.2580565235806
0.9,90,146,-8.0925999357276
0.9,90,148,-5.89292150064479
0.9,90,150,-3.66259745652638
0.9,90,152,-1.4053988252637
0.9,90,154,0.874724355684288
0.9,90,156,3.17366061572598
0.9,90,158,5.48715621502607
0.9,90,160,7.81083563141207
0.9,90,162,10.1402230959003
0.9,90,164,12.4707648962313
0.9,90,166,14.7978521706982
0.9,90,168,17.1168439252217
0.9,90,170,19.4230900232679
0.9,90,172,21.7119539187634
0.9,90,174,23.9788349245805
0.9,90,176,26.2191898316306
0.9,90,178,28.4285537146893
0.9,90,180,30.6025597799134
2.4,90,-180,-153.861941837875
2.4,90,-178,-148.353608807064
2.4,90,-176,-143.044982239132
2.4,90,-174,-137.932878144298
2.4,90,-172,-133.015587229356
2.4,90,-170,-128.292873251939
2.4,90,-168,-123.765809226048
2.4,90,-166,-119.436483661856
2.4,90,-164,-115.307610101005
2.4,90,-162,-111.382075751092
2.4,90,-160,-107.662467049128
2.4,90,-158,-104.150609879463
2.4,90,-156,-100.847159051784
2.4,90,-154,-97.7512654633455
2.4,90,-152,-94.860340806628
2.4,90,-150,-92.1699298805664
2.4,90,-148,-89.6736908099701
2.4,90,-146,-87.3634749421541
2.4,90,-144,-85.2294917444597
2.4,90,-142,-83.2605401700652
2.4,90,-140,-81.444286810534
2.4,90,-138,-79.7675724827329
2.4,90,-136,-78.2167321852413
2.4,90,-134,-76.7779178722945
2.4,90,-132,-75.4374183843785
2.4,90,-130,-74.181975294118
2.4,90,-128,-72.9990966308163
2.4,90,-126,-71.8773718868236
2.4,90,-124,-70.806791081039
2.4,90,-122,-69.779067928174
2.4,90,-120,-68.7879625858403
2.4,90,-118,-67.8295935614715
2.4,90,-116,-66.902721989943
2.4,90,-114,-66.0089857597118
2.4,90,-112,-65.1530572069367
2.4,90,-110,-64.3426976887442
2.4,90,-108,-63.5886863888602
2.4,90,-106,-62.904609613854
2.4,90,-104,-62.3065099439088
2.4,90,-102,-61.8124099998931
2.4,90,-100,-61.4417403484524
2.4,90,-98,-61.2147119078057
2.4,90,-96,-61.1516774643684
2.4,90,-94,-61.2725233960715
2.4,90,-92,-61.5961222276056
2.4,90,-90,-62.1398618219554
2.4,90,-88,-62.91925151367
2.4,90,-86,-63.9475930618566
2.4,90,-84,-65.2356978871232
2.4,90,-82,-66.7916332316684
2.4,90,-80,-68.6204886309297
2.4,90,-78,-70.7241687939218
2.4,90,-76,-73.1012365295487
2.4,90,-74,-75.7468452980533
2.4,90,-72,-78.6528101102567
2.4,90,-70,-81.8078629602133
2.4,90,-68,-85.198121867065
2.4,90,-66,-88.8077718321145
2.4,90,-64,-92.6199173344007
2.4,90,-62,-96.6175292051566
2.4,90,-60,-100.784384811776
2.4,90,-58,-105.105897444578
2.4,90,-56,-109.569750231805
2.4,90,-54,-114.166286134297
2.4,90,-52,-118.888647846493
2.4,90,-50,-123.732698039135
2.4,90,-48,-128.696772581625
2.4,90,-46,-133.781323612654
2.4,90,-44,-138.988497253326
2.4,90,-42,-144.321667854626
2.4,90,-40,-149.78492433234
2.4,90,-38,-155.38248205883
2.4,90,-36,-161.117982888904
2.4,90,-34,-166.993651749687
2.4,90,-32,-173.009304390414
2.4,90,-30,-179.161247853025
2.4,90,-28,174.558821564554
2.4,90,-26,168.164750706303
2.4,90,-24,161.676469625182
2.4,90,-22,155.119910084674
2.4,90,-20,148.526134546172
2.4,90,-18,141.929642081596
2.4,90,-16,135.365998871533
2.4,90,-14,128.869112518504
2.4,90,-12,122.46856661618
2.4,90,-10,116.187415298351
2.4,90,-8,110.04071510099
2.4,90,-6,104.034894502875
2.4,90,-4,98.1678950977187
2.4,90,-2,92.42991007958
2.4,90,0,86.8045105076039
2.4,90,2,81.2699747580307
2.4,90,4,75.8006960592841
2.4,90,6,70.3686123915435
2.4,90,8,64.9446651489502
2.4,90,10,59.5003379716378
2.4,90,12,54.0093489619798
2.4,90,14,48.449561918154
2.4,90,16,42.8051372126582
2.4,90,18,37.0688528505472
2.4,90,20,31.2443914666923
2.4,90,22,25.3482306565624
2.4,90,24,19.4106453682731
2.4,90,26,13.4753142703334
2.4,90,28,7.59719473120857
2.4,90,30,1.83870564420025
2.4,90,32,-3.73526895881232
2.4,90,34,-9.0626674362291
2.4,90,36,-14.0888497012249
2.4,90,38,-18.7697685303046
2.4,90,40,-23.0734210560093
2.4,90,42,-26.9797358283899
2.4,90,44,-30.4793366992907
2.4,90,46,-33.571703816409
2.4,90,48,-36.263175499065
2.4,90,50,-38.5650884854843
2.4,90,52,-40.492207871935
2.4,90,54,-42.0614879666514
2.4,90,56,-43.291138855368
2.4,90,58,-44.1999430893698
2.4,90,60,-44.8067604557382
2.4,90,62,-45.1301654415039
2.4,90,64,-45.1881740751458
2.4,90,66,-44.9980296590623
2.4,90,68,-44.576028073177
2.4,90,70,-43.9373718654092
2.4,90,72,-43.0960481556608
2.4,90,74,-42.0647288625671
2.4,90,76,-40.8546935512982
2.4,90,78,-39.4757759926515
2.4,90,80,-37.9363359442426
2.4,90,82,-36.2432581717768
2.4,90,84,-34.4019815524128
2.4,90,86,-32.4165622238223
2.4,90,88,-30.289775906176
2.4,90,90,-28.0232652791704
2.4,90,92,-25.6177380577678
2.4,90,94,-23.0732195395729
2.4,90,96,-20.3893593037931
2.4,90,98,-17.5657850268557
2.4,90,100,-14.6024870256216
2.4,90,102,-11.5002057491753
2.4,90,104,-8.26078247560346
2.4,90,106,-4.8874233726367
2.4,90,108,-1.38482210773637
2.4,90,110,2.24091020711973
2.4,90,112,5.9825442598614
2.4,90,114,9.83227149947787
2.4,90,116,13.7824591673395
2.4,90,118,17.8265618377801
2.4,90,120,21.9601004527973
2.4,90,122,26.1816040531047
2.4,90,124,30.4934106904583
2.4,90,126,34.9022404331814
2.4,90,128,39.4194783737574
2.4,90,130,44.0611304111588
2.4,90,132,48.8474316817993
2.4,90,134,53.8020929121451
2.4,90,136,58.9511648376971
2.4,90,138,64.3214918817347
2.4,90,140,69.9387256155504
2.4,90,142,75.8248928637699
2.4,90,144,81.9955813044919
2.4,90,146,88.4569302940675
2.4,90,148,95.2027903270143
2.4,90,150,102.212597586303
2.4,90,152,109.450610682398
2.4,90,154,116.86706159019
2.4,90,156,124.401413366063
2.4,90,158,131.987354971097
2.4,90,160,139.558614191152
2.4,90,162,147.054402263543
2.4,90,164,154.423461683729
2.4,90,166,161.62618268977
2.4,90,168,168.634830289181
2.4,90,170,175.432340260749
2.4,90,172,-177.989701542212
2.4,90,174,-171.633343400157
2.4,90,176,-165.496431132406
2.4,90,178,-159.574445206986
2.4,90,180,-153.861941837875
4,90,-180,45.5251495796534
4,90,-178,50.4296026440219
4,90,-176,55.1252018662542
4,90,-174,59.702058858348
4,90,-172,64.2264536947238
4,90,-170,68.7468279804468
4,90,-168,73.2974037764944
4,90,-166,77.9004121942522
4,90,-164,82.5677263375864
4,90,-162,87.3026306086541
4,90,-160,92.1023979527606
4,90,-158,96.9621845779838
4,90,-156,101.880442586354
4,90,-154,106.865629965589
4,90,-152,111.943551170944
4,90,-150,117.164247403654
4,90,-148,122.606922925573
4,90,-146,128.380775759368
4,90,-144,134.618619526144
4,90,-142,141.458932981994
4,90,-140,149.011510568331
4,90,-138,157.305378042539
4,90,-136,166.230074023594
4,90,-134,175.502119908982
4,90,-132,-175.303093310924
4,90,-130,-166.648186521757
4,90,-128,-158.914086395142
4,90,-126,-152.332830341305
4,90,-124,-146.99101932226
4,90,-122,-142.872496121961
4,90,-120,-139.904250178138
4,90,-118,-137.98926763617
4,90,-116,-137.025682592658
4,90,-114,-136.916731093437
4,90,-112,-137.57539902261
4,90,-110,-138.92574547721
4,90,-108,-140.901560175799
4,90,-106,-143.442623348423
4,90,-104,-146.489143839052
4,90,-102,-149.975579832078
4,90,-100,-153.825619730434
4,90,-98,-157.950255741486
4,90,-96,-162.250327820725
4,90,-94,-166.623627537747
4,90,-92,-170.975077116204
4,90,-90,-175.227427777091
4,90,-88,-179.329941696864
4,90,-86,176.73647235369
4,90,-84,172.957905606765
4,90,-82,169.289232333516
4,90,-80,165.658162627874
4,90,-78,161.970958275487
4,90,-76,158.119643239367
4,90,-74,153.990973737496
4,90,-72,149.477816130114
4,90,-70,144.493800027378
4,90,-68,138.991657229989
4,90,-66,132.983506681064
4,90,-64,126.556864523164
4,90,-62,119.875422421291
4,90,-60,113.154770690586
4,90,-58,106.615117147254
4,90,-56,100.429155432635
4,90,-54,94.6878861667313
4,90,-52,89.3949788305826
4,90,-50,84.4838426660381
4,90,-48,79.8444060290715
4,90,-46,75.3491819543107
4,90,-44,70.8736985124041
4,90,-42,66.3100751384556
4,90,-40,61.573768050667
4,90,-38,56.6034872472605
4,90,-36,51.3542524195265
4,90,-34,45.7840939480372
4,90,-32,39.8357839040776
4,90,-30,33.4154322054114
4,90,-28,26.3693165236336
4,90,-26,18.4597928378036
4,90,-24,9.34403508509087
4,90,-22,-1.42587244809348
4,90,-20,-14.3219492740277
4,90,-18,-29.5618485775991
4,90,-16,-46.6106398815744
4,90,-14,-63.9622978532564
4,90,-12,-79.8869619223915
4,90,-10,-93.4577711059316
4,90,-8,-104.669155453506
4,90,-6,-113.952508854451
4,90,-4,-121.801906682789
4,90,-2,-128.637705879669
4,90,0,-134.790741242932
4,90,2,-140.522691580609
4,90,4,-146.050990714884
4,90,6,-151.57062468568
4,90,8,-157.272778136646
4,90,10,-163.361938870252
4,90,12,-170.072555313413
4,90,14,-177.683930026432
4,90,16,173.474489226632
4,90,18,163.050256239464
4,90,20,150.773827882357
4,90,22,136.686715107957
4,90,24,121.402594871052
4,90,26,106.067099726298
4,90,28,91.8345379770993
4,90,30,79.3429570605476
4,90,32,68.6716995131424
4,90,34,59.6020406395859
4,90,36,51.8451664760108
4,90,38,45.146825930997
4,90,40,39.3125326777386
4,90,42,34.2010869638719
4,90,44,29.7108954714247
4,90,46,25.7681476196387
4,90,48,22.3188090977171
4,90,50,19.3236868539922
4,90,52,16.7551738228229
4,90,54,14.5945355571001
4,90,56,12.8291362515185
4,90,58,11.4495027972743
4,90,60,10.4464608734359
4,90,62,9.80870925247133
4,90,64,9.52113998296516
4,90,66,9.56402072583377
4,90,68,9.91292984968008
4,90,70,10.5391806219841
4,90,72,11.4104494505839
4,90,74,12.4914215383163
4,90,76,13.7444133891753
4,90,78,15.1300432344566
4,90,80,16.6080523667243
4,90,82,18.1383410345099
4,90,84,19.682217728009
4,90,86,21.2038197437577
4,90,88,22.6716692684862
4,90,90,24.0603701860437
4,90,92,25.3524898768165
4,90,94,26.540673346081
4,90,96,27.6299996449482
4,90,98,28.6405568767979
4,90,100,29.6102842154256
4,90,102,30.5984774389851
4,90,104,31.6912634388795
4,90,106,33.0124169135567
4,90,108,34.7477630180857
4,90,110,37.2044914089374
4,90,112,40.9683648232631
4,90,114,47.3813115762306
4,90,116,60.2847722158157
4,90,118,92.0969183769677
4,90,120,145.727041501916
4,90,122,175.014016064594
4,90,124,-172.385681333133
4,90,126,-165.299619295534
4,90,128,-160.320741354573
4,90,130,-156.242753912523
4,90,132,-152.548311013037
4,90,134,-148.987082804458
4,90,136,-145.431774814191
4,90,138,-141.817652498905
4,90,140,-138.109751210371
4,90,142,-134.27959887802
4,90,144,-130.285629124658
4,90,146,-126.055617212976
4,90,148,-121.469972371194
4,90,150,-116.343409753099
4,90,152,-110.400885456428
4,90,154,-103.244113143187
4,90,156,-94.3148454120709
4,90,158,-82.9038908257879
4,90,160,-68.3740754584647
4,90,162,-50.8651195687944
4,90,164,-32.1125869114223
4,90,166,-14.7398911324166
4,90,168,-0.292113593792642
4,90,170,11.2201123024107
4,90,172,20.4447533749714
4,90,174,28.0500439661705
4,90,176,34.5454374451106
4,90,178,40.2881166485899
4,90,180,45.5251495796534
6,90,-180,-79.0887747124115
6,90,-178,-69.6956177386769
6,90,-176,-60.890614744676
6,90,-174,-52.5187033280082
6,90,-172,-44.4210071800274
6,90,-170,-36.4155141654867
6,90,-168,-28.2741789855317
6,90,-166,-19.700769778489
6,90,-164,-10.318315744162
6,90,-162,0.313366569843952
6,90,-160,12.6078926849759
6,90,-158,26.7281281389738
6,90,-156,42.2406010970797
6,90,-154,57.9617965735054
6,90,-152,72.4300511521232
6,90,-150,84.6800611810483
6,90,-148,94.5108544515338
6,90,-146,102.226867498874
6,90,-144,108.314390972127
6,90,-142,113.240727591592
6,90,-140,117.352323910649
6,90,-138,120.845622416379
6,90,-136,123.802808742367
6,90,-134,126.268659440752
6,90,-132,128.32660267462
6,90,-130,130.132602621316
6,90,-128,131.889183663797
6,90,-126,133.787148651541
6,90,-124,135.975679604577
6,90,-122,138.601550383188
6,90,-120,141.900419629374
6,90,-118,146.262350023471
6,90,-116,152.11790667824
6,90,-114,159.469818961333
6,90,-112,167.317490055151
6,90,-110,173.938455771158
6,90,-108,178.056943270094
6,90,-106,179.372235801408
6,90,-104,178.175087362866
6,90,-102,174.931209346714
6,90,-100,170.123150956984
6,90,-98,164.205715711456
6,90,-96,157.571356207065
6,90,-94,150.52665940477
6,90,-92,143.303581557682
6,90,-90,136.096501627389
6,90,-88,129.093051553782
6,90,-86,122.478496177214
6,90,-84,116.420245991104
6,90,-82,111.051610656771
6,90,-80,106.463366690742
6,90,-78,102.694013186133
6,90,-76,99.7042670583559
6,90,-74,97.3320615775025
6,90,-72,95.2405298572305
6,90,-70,92.8819411298185
6,90,-68,89.5036913352741
6,90,-66,84.2309359618447
6,90,-64,76.291998191926
6,90,-62,65.4469916097159
6,90,-60,52.3891724698
6,90,-58,38.4603253201906
6,90,-56,24.7165767164785
6,90,-54,11.5146574797203
6,90,-52,-1.10648500224715
6,90,-50,-13.0621516608187
6,90,-48,-24.2537243658221
6,90,-46,-34.7182429184603
6,90,-44,-44.6072177370747
6,90,-42,-54.0499943940587
6,90,-40,-63.1068944551972
6,90,-38,-71.8898930292435
6,90,-36,-80.7401250132434
6,90,-34,-90.3026110040026
6,90,-32,-101.424370343162
6,90,-30,-114.848985131903
6,90,-28,-130.709937400096
6,90,-26,-148.143719564744
6,90,-24,-165.670307470451
6,90,-22,177.881489593687
6,90,-20,163.00631268779
6,90,-18,149.789987257105
6,90,-16,138.165319952772
6,90,-14,127.974970461266
6,90,-12,118.982328871309
6,90,-10,110.909445022907
6,90,-8,103.483827933603
6,90,-6,96.457925926338
6,90,-4,89.5793718823005
6,90,-2,82.4880777199776
6,90,0,74.4454479524218
6,90,2,63.4101926381886
6,90,4,41.3096375362187
6,90,6,-22.2590684385538
6,90,8,-73.4098271721399
6,90,10,-90.619516194457
6,90,12,-99.5084182986285
6,90,14,-105.625945732581
6,90,16,-110.483880126424
6,90,18,-114.671683698832
6,90,20,-118.546094039557
6,90,22,-122.462946217856
6,90,24,-126.875996435555
6,90,26,-132.381073954837
6,90,28,-139.757191683326
6,90,30,-150.062419947533
6,90,32,-164.754442061516
6,90,34,174.718140626029
6,90,36,149.334755593116
6,90,38,124.601707634232
6,90,40,105.151134981391
6,90,42,90.964346369409
6,90,44,80.3035456033747
6,90,46,71.6747885088267
6,90,48,64.0946853306731
6,90,50,56.9976060898589
6,90,52,50.1376697299534
6,90,54,43.5006915646484
6,90,56,37.2146976788319
6,90,58,31.4639003718698
6,90,60,26.422013013712
6,90,62,22.2179623910981
6,90,64,18.9306808370141
6,90,66,16.595981244937
6,90,68,15.2111193617601
6,90,70,14.7351122422027
6,90,72,15.0916704936924
6,90,74,16.1812329840213
6,90,76,17.9015441873774
6,90,78,20.1687789095549
6,90,80,22.9296956587803
6,90,82,26.1610890273351
6,90,84,29.8614423826068
6,90,86,34.045790774096
6,90,88,38.7565313513561
6,90,90,44.1022339701354
6,90,92,50.3393544653261
6,90,94,58.0311664341577
6,90,96,68.3778602748286
6,90,98,83.8906238610484
6,90,100,108.784465823139
6,90,102,142.689691978246
6,90,104,172.041821459797
6,90,106,-169.205561189678
6,90,108,-157.227426809088
6,90,110,-148.824209417371
6,90,112,-142.38132014616
6,90,114,-137.075226141972
6,90,116,-132.462971921451
6,90,118,-128.330804941432
6,90,120,-124.630270642993
6,90,122,-121.404531765665
6,90,124,-118.66993812258
6,90,126,-116.281886573869
6,90,128,-113.826815639889
6,90,130,-110.469011007154
6,90,132,-104.22553057778
6,90,134,-86.3578665445342
6,90,136,0.0147572775691297
6,90,138,46.2072794220108
6,90,140,58.6615730207896
6,90,142,66.3203832164348
6,90,144,72.9335127482844
6,90,146,79.5092045557113
6,90,148,86.4738767302147
6,90,150,94.0541092841546
6,90,152,102.37540739015
6,90,154,111.515551793962
6,90,156,121.557872811925
6,90,158,132.629760829026
6,90,160,144.890616994892
6,90,162,158.444573996643
6,90,164,173.199892742872
6,90,166,-171.229579374591
6,90,168,-155.462597495591
6,90,170,-140.13791582438
6,90,172,-125.717528623915
6,90,174,-112.426167840093
6,90,176,-100.294874734352
6,90,178,-89.2326704750675
6,90,180,-79.0887747124115
